sep=,
DeviceTag:,zxt
FirmwareVersion:,2.0.0
AppVersion:,2021.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Quaternion)
StartTime: ,2021-08-20_20:21:13_804 GMT+8
© Xsens Technologies B. V. 2005-2021

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
268,3347877974,0.483768,-0.629729,-0.274129,-0.542460,0.428292,1.443465,-1.191243,0
269,3347894641,0.491619,-0.637637,-0.271915,-0.527059,1.026558,2.190293,-0.790450,0
270,3347911308,0.499462,-0.643228,-0.271626,-0.512850,1.342134,2.094488,0.240756,0
271,3347927975,0.506659,-0.647166,-0.272812,-0.500046,1.083972,1.701363,1.040133,0
272,3347944642,0.512985,-0.649284,-0.274245,-0.489966,1.615834,0.982926,2.051701,0
273,3347961309,0.518669,-0.649749,-0.276122,-0.482251,2.141405,0.286393,2.285612,0
274,3347977976,0.523559,-0.649321,-0.278059,-0.476394,2.060883,-0.546865,1.752179,0
275,3347994643,0.526802,-0.649046,-0.279061,-0.472593,1.806311,-1.216144,0.747008,0
276,3348011310,0.527996,-0.649535,-0.278593,-0.470862,0.952927,-2.046680,0.512907,0
277,3348027977,0.527325,-0.650633,-0.277147,-0.470950,-0.233894,-2.653650,0.399500,0
