sep=,
DeviceTag:,Yao
FirmwareVersion:,2.0.0
AppVersion:,2021.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Quaternion)
StartTime: ,2021-08-20_20:21:13_835 GMT+8
© Xsens Technologies B. V. 2005-2021

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
218,3347044624,-0.572313,0.034188,-0.818854,0.027733,-0.824041,-1.189545,-3.640440,0
219,3347061291,-0.557871,0.035047,-0.828880,0.022600,-0.438554,-1.284235,-4.803956,0
220,3347077958,-0.543265,0.036001,-0.838616,0.017106,-0.144597,-0.301925,-5.103911,0
221,3347094625,-0.528770,0.037526,-0.847863,0.011113,-0.082257,0.227991,-5.153358,0
222,3347111292,-0.513934,0.039456,-0.856912,0.004297,-0.306093,0.573633,-4.713952,0
223,3347127959,-0.499030,0.041825,-0.865575,-0.001650,-0.109718,0.030532,-4.503211,0
224,3347144626,-0.484303,0.044209,-0.873770,-0.004934,-0.373198,0.403450,-4.167323,0
225,3347161293,-0.469956,0.045631,-0.881488,-0.006332,0.341778,0.347825,-2.872659,0
226,3347177960,-0.455931,0.045578,-0.888816,-0.007585,1.039803,-0.320271,-2.546089,0
227,3347194627,-0.442102,0.045373,-0.895770,-0.009248,1.166708,-0.753033,-3.165890,0
228,3347211294,-0.428884,0.045628,-0.902142,-0.010920,0.930239,-0.520321,-2.591931,0
229,3347227961,-0.416262,0.046346,-0.907979,-0.012472,1.351514,-0.041793,-1.454939,0
230,3347244628,-0.404271,0.047469,-0.913299,-0.014080,1.657876,0.441547,-1.112640,0
231,3347261295,-0.392775,0.048828,-0.918224,-0.014549,1.471128,0.637837,-0.767022,0
232,3347277962,-0.381868,0.049666,-0.922777,-0.014002,1.164141,0.303035,-0.070106,0
233,3347294629,-0.371575,0.049208,-0.926995,-0.013903,1.125637,-0.318990,0.675010,0
234,3347311296,-0.362171,0.048343,-0.930750,-0.014233,1.266769,-0.630800,1.319165,0
235,3347327963,-0.353914,0.047545,-0.933955,-0.014670,1.364982,-0.497968,1.705647,0
236,3347344630,-0.346646,0.047288,-0.936679,-0.015325,1.397122,-0.074716,2.416902,0
237,3347361297,-0.340256,0.046979,-0.939029,-0.015679,1.535529,0.123355,2.600533,0
238,3347377964,-0.334795,0.046433,-0.941022,-0.015372,1.592347,0.375899,3.291365,0
239,3347394631,-0.330255,0.045782,-0.942662,-0.015062,1.081610,0.084570,3.858445,0
240,3347411298,-0.326935,0.044825,-0.943866,-0.014932,1.110497,-0.178768,4.648049,0
241,3347427965,-0.324601,0.044666,-0.944675,-0.015190,1.000350,-0.025787,5.068747,0
242,3347444632,-0.323538,0.044914,-0.945019,-0.015749,0.926473,0.230441,5.501777,0
243,3347461299,-0.323749,0.045365,-0.944912,-0.016500,0.997211,0.270345,5.953904,0
244,3347477966,-0.325216,0.045892,-0.944367,-0.017391,1.158366,0.203888,6.346548,0
245,3347494633,-0.327977,0.046455,-0.943366,-0.018322,1.268191,0.202276,6.520229,0
246,3347511300,-0.331826,0.047029,-0.941969,-0.019416,1.234610,0.097845,6.547529,0
247,3347527967,-0.336693,0.047612,-0.940185,-0.020619,1.006104,-0.047669,6.532948,0
248,3347544634,-0.342545,0.048114,-0.938016,-0.021800,0.947390,0.212480,6.655266,0
249,3347561301,-0.349542,0.048665,-0.935376,-0.022951,0.711556,0.207184,6.209949,0
250,3347577968,-0.357774,0.049073,-0.932208,-0.024075,0.491014,0.077224,5.787820,0
251,3347594635,-0.367665,0.048931,-0.928342,-0.024721,0.641086,-0.042649,5.225164,0
252,3347611302,-0.378921,0.048206,-0.923854,-0.024331,1.216871,0.185114,4.789926,0
253,3347627969,-0.390711,0.047196,-0.918994,-0.023848,1.387443,0.477549,4.467744,0
254,3347644636,-0.402870,0.046045,-0.913796,-0.023553,1.438979,0.683485,3.845731,0
255,3347661303,-0.415073,0.045203,-0.908374,-0.023005,1.598989,0.461126,2.981705,0
256,3347677970,-0.426886,0.044823,-0.902922,-0.022236,1.547120,0.547036,2.039736,0
257,3347694637,-0.438242,0.044953,-0.897478,-0.021431,1.486229,0.318721,0.665962,0
258,3347711304,-0.449291,0.045791,-0.891974,-0.020612,1.306094,0.012296,-0.918224,0
259,3347727971,-0.460456,0.047231,-0.886215,-0.019387,1.310692,-0.281831,-2.427715,0
260,3347744638,-0.472485,0.048854,-0.879813,-0.017392,0.965713,-0.161653,-4.321288,0
261,3347761305,-0.485248,0.050721,-0.872777,-0.014993,0.269995,-0.100614,-5.691017,0
262,3347777972,-0.498938,0.052532,-0.864958,-0.012326,0.399963,-0.001070,-6.914343,0
263,3347794639,-0.513550,0.054112,-0.856302,-0.009374,-0.352661,-0.051973,-8.106554,0
264,3347811306,-0.528623,0.055756,-0.846992,-0.007499,-0.478515,0.145427,-8.528181,0
265,3347827973,-0.543209,0.057277,-0.837625,-0.005466,-0.600290,0.162560,-8.169811,0
266,3347844640,-0.556843,0.059224,-0.828498,-0.003325,-0.926619,-0.262357,-7.562944,0
267,3347861307,-0.569589,0.060992,-0.819665,-0.000681,-1.264617,-0.065765,-6.537015,0
268,3347877974,-0.580856,0.062701,-0.811586,0.002313,-1.754673,0.117518,-5.487047,0
269,3347894641,-0.591170,0.064130,-0.803978,0.005139,-1.942582,0.333470,-4.344066,0
270,3347911308,-0.600171,0.065033,-0.797190,0.007476,-2.421178,0.109308,-2.890661,0
271,3347927975,-0.608849,0.066115,-0.790468,0.009686,-2.228931,-0.247163,-1.345101,0
272,3347944642,-0.616778,0.067712,-0.784125,0.012248,-2.080305,-0.344236,-0.392776,0
273,3347961309,-0.624198,0.068952,-0.778074,0.015022,-1.520875,0.029121,1.270010,0
274,3347977976,-0.631802,0.068635,-0.771855,0.018944,-0.939903,0.251147,2.444102,0
275,3347994643,-0.638494,0.067108,-0.766339,0.023452,-0.586978,0.418522,2.765206,0
276,3348011310,-0.643605,0.064792,-0.762123,0.027278,-0.698213,0.677870,2.116907,0
277,3348027977,-0.646816,0.062153,-0.759501,0.030445,-0.713946,0.380366,1.867304,0
278,3348044644,-0.648530,0.058949,-0.758174,0.033309,-1.084922,0.339259,1.444326,0
